date,value
1971-04-02T00:00:00.000000,7.33
1971-05-07T00:00:00.000000,7.38
1971-06-04T00:00:00.000000,7.52
1971-07-02T00:00:00.000000,7.54
1971-08-06T00:00:00.000000,7.66
1971-09-03T00:00:00.000000,7.71
1971-10-01T00:00:00.000000,7.67
1971-11-05T00:00:00.000000,7.59
1971-12-03T00:00:00.000000,7.49
1972-01-07T00:00:00.000000,7.46
1972-02-04T00:00:00.000000,7.35
1972-03-03T00:00:00.000000,7.32
1972-04-07T00:00:00.000000,7.25
1972-05-05T00:00:00.000000,7.33
1972-06-02T00:00:00.000000,7.36
1972-07-07T00:00:00.000000,7.38
1972-08-04T00:00:00.000000,7.35
1972-09-01T00:00:00.000000,7.42
1972-10-06T00:00:00.000000,7.41
1972-11-03T00:00:00.000000,7.43
1972-12-01T00:00:00.000000,7.45
1973-01-05T00:00:00.000000,7.44
1973-02-02T00:00:00.000000,7.43
1973-03-02T00:00:00.000000,7.45
1973-04-06T00:00:00.000000,7.51
1973-05-04T00:00:00.000000,7.58
1973-06-01T00:00:00.000000,7.7
1973-07-06T00:00:00.000000,7.89
1973-08-03T00:00:00.000000,8.26
1973-09-07T00:00:00.000000,8.77
1973-10-05T00:00:00.000000,8.82
1973-11-02T00:00:00.000000,8.62
1973-12-07T00:00:00.000000,8.53
1974-01-04T00:00:00.000000,8.56
1974-02-01T00:00:00.000000,8.48
1974-03-01T00:00:00.000000,8.41
1974-04-05T00:00:00.000000,8.44
1974-05-03T00:00:00.000000,8.87
1974-06-07T00:00:00.000000,9.06
1974-07-05T00:00:00.000000,9.14
1974-08-02T00:00:00.000000,9.47
1974-09-06T00:00:00.000000,9.88
1974-10-04T00:00:00.000000,10.02
1974-11-01T00:00:00.000000,9.87
1974-12-06T00:00:00.000000,9.69
1975-01-03T00:00:00.000000,9.6
1975-02-07T00:00:00.000000,9.2
1975-03-07T00:00:00.000000,9.0
1975-04-04T00:00:00.000000,8.83
1975-05-02T00:00:00.000000,8.92
1975-06-06T00:00:00.000000,8.89
1975-07-03T00:00:00.000000,8.88
1975-08-01T00:00:00.000000,8.89
1975-09-05T00:00:00.000000,9.08
1975-10-03T00:00:00.000000,9.2
1975-11-07T00:00:00.000000,9.19
1975-12-05T00:00:00.000000,9.11
1976-01-02T00:00:00.000000,9.1
1976-02-06T00:00:00.000000,8.86
1976-03-05T00:00:00.000000,8.77
1976-04-02T00:00:00.000000,8.7
1976-05-07T00:00:00.000000,8.75
1976-06-04T00:00:00.000000,8.78
1976-07-02T00:00:00.000000,8.93
1976-08-06T00:00:00.000000,9.0
1976-09-03T00:00:00.000000,9.0
1976-10-01T00:00:00.000000,8.9
1976-11-05T00:00:00.000000,8.85
1976-12-03T00:00:00.000000,8.8
1977-01-07T00:00:00.000000,8.7
1977-02-04T00:00:00.000000,8.68
1977-03-04T00:00:00.000000,8.65
1977-04-01T00:00:00.000000,8.7
1977-05-06T00:00:00.000000,8.78
1977-06-03T00:00:00.000000,8.85
1977-07-01T00:00:00.000000,8.95
1977-08-05T00:00:00.000000,8.95
1977-09-02T00:00:00.000000,8.88
1977-10-07T00:00:00.000000,8.93
1977-11-04T00:00:00.000000,8.9
1977-12-02T00:00:00.000000,8.95
