date,value
2003-03-01,641000.0
2003-06-01,622000.0
2003-09-01,684000.0
2003-12-01,704000.0
2004-03-01,720000.0
2004-06-01,743000.0
2004-09-01,751000.0
2004-12-01,728000.0
2005-03-01,725000.0
2005-06-01,774000.0
2005-09-01,830000.0
2005-12-01,792000.0
2006-03-01,788000.0
2006-06-01,796000.0
2006-09-01,821000.0
2006-12-01,821000.0
2007-03-01,794000.0
2007-06-01,807000.0
2007-09-01,818000.0
2007-12-01,815000.0
2008-03-01,808000.0
2008-06-01,810000.0
2008-09-01,809000.0
2008-12-01,791000.0
2009-03-01,766000.0
2009-06-01,743000.0
2009-09-01,739000.0
2009-12-01,721900.0
2010-03-01,704700.0
2010-06-01,702200.0
2010-09-01,710000.0
2010-12-01,711000.0
2011-03-01,705600.0
2011-06-01,713000.0
2011-09-01,730400.0
2011-12-01,734100.0
2012-03-01,736500.0
2012-06-01,750000.0
2012-09-01,768000.0
2012-12-01,783000.0
2013-03-01,794000.0
2013-06-01,814000.0
2013-09-01,845000.0
2013-12-01,863000.0
2014-03-01,875000.0
2014-06-01,905000.0
2014-09-01,934000.0
2014-12-01,955000.0
2015-03-01,968000.0
2015-06-01,1006000.0
2015-09-01,1044999.9999999999
2015-12-01,1064000.0
2016-03-01,1071000.0
2016-06-01,1103000.0
2016-09-01,1135000.0
2016-12-01,1157000.0
2017-03-01,1167000.0
2017-06-01,1190000.0
2017-09-01,1213000.0
2017-12-01,1221000.0
2018-03-01,1229000.0
2018-06-01,1238000.0
2018-09-01,1265000.0
2018-12-01,1274000.0
2019-03-01,1280000.0
2019-06-01,1297000.0
2019-09-01,1315000.0
2019-12-01,1331000.0
2020-03-01,1346000.0
2020-06-01,1343000.0
2020-09-01,1360000.0
2020-12-01,1374000.0
2021-03-01,1382000.0
2021-06-01,1415000.0
2021-09-01,1443000.0
2021-12-01,1458000.0
2022-03-01,1469000.0
2022-06-01,1502000.0
2022-09-01,1524000.0
2022-12-01,1552000.0
2023-03-01,1562000.0
2023-06-01,1582000.0
2023-09-01,1595000.0
2023-12-01,1607000.0
2024-03-01,1616000.0
2024-06-01,1626000.0
2024-09-01,1644000.0
2024-12-01,1655000.0
2025-03-01,1642000.0
2025-06-01,1655000.0
2025-09-01,1655000.0
2025-12-01,1667000.0
2026-03-01,1685000.0
