date,value
2003-03-01,477600.0
2003-06-01,486000.0
2003-09-01,477300.0
2003-12-01,448600.0
2004-03-01,446500.0
2004-06-01,423100.0
2004-09-01,410000.0
2004-12-01,422900.0
2005-03-01,394100.0
2005-06-01,402400.0
2005-09-01,405400.0
2005-12-01,415500.0
2006-03-01,418300.0
2006-06-01,423200.0
2006-09-01,441700.0
2006-12-01,405700.0
2007-03-01,403900.0
2007-06-01,407800.0
2007-09-01,413000.0
2007-12-01,422100.0
2008-03-01,415300.0
2008-06-01,400800.0
2008-09-01,411500.0
2008-12-01,411600.0
2009-03-01,408800.0
2009-06-01,388800.0
2009-09-01,381500.0
2009-12-01,378500.0
2010-03-01,362900.0
2010-06-01,349100.0
2010-09-01,342700.0
2010-12-01,341000.0
2011-03-01,328700.0
2011-06-01,330300.0
2011-09-01,326600.0
2011-12-01,330000.0
2012-03-01,318500.0
2012-06-01,312000.0
2012-09-01,311000.0
2012-12-01,317000.0
2013-03-01,307000.0
2013-06-01,296000.0
2013-09-01,304000.0
2013-12-01,317000.0
2014-03-01,314000.0
2014-06-01,323000.0
2014-09-01,327000.0
2014-12-01,335000.0
2015-03-01,329000.0
2015-06-01,339000.0
2015-09-01,351000.0
2015-12-01,351000.0
2016-03-01,354000.0
2016-06-01,356000.0
2016-09-01,367000.0
2016-12-01,377000.0
2017-03-01,367000.0
2017-06-01,378000.0
2017-09-01,386000.0
2017-12-01,389000.0
2018-03-01,385000.0
2018-06-01,390000.0
2018-09-01,399000.0
2018-12-01,407000.0
2019-03-01,404000.0
2019-06-01,412000.0
2019-09-01,425000.0
2019-12-01,432000.0
2020-03-01,427000.0
2020-06-01,418000.0
2020-09-01,417000.0
2020-12-01,419000.0
2021-03-01,413000.0
2021-06-01,421000.0
2021-09-01,423000.0
2021-12-01,438000.0
2022-03-01,445000.0
2022-06-01,470000.0
2022-09-01,491000.0
2022-12-01,507000.0
2023-03-01,512000.0
2023-06-01,527000.0
2023-09-01,529000.0
2023-12-01,554000.0
2024-03-01,543000.0
2024-06-01,544000.0
2024-09-01,546000.0
2024-12-01,554000.0
2025-03-01,542000.0
2025-06-01,540000.0
2025-09-01,550000.0
2025-12-01,564100.0
2026-03-01,562000.0
