date,value
1984-01-01,11122.0
1985-01-01,13012.0
1986-01-01,12198.0
1987-01-01,12230.0
1988-01-01,13339.0
1989-01-01,15919.0
1990-01-01,15450.0
1991-01-01,15782.0
1992-01-01,17794.0
1993-01-01,18350.0
1994-01-01,19280.0
1995-01-01,18572.0
1996-01-01,19603.0
1997-01-01,20279.0
1998-01-01,20987.0
1999-01-01,22884.0
2000-01-01,21908.0
2001-01-01,23099.0
2002-01-01,23759.0
2003-01-01,25016.0
2004-01-01,25763.0
2005-01-01,27018.0
2006-01-01,28904.0
2007-01-01,30414.0
2008-01-01,31692.0
2009-01-01,31676.0
2010-01-01,31529.0
2011-01-01,32688.0
2012-01-01,33530.0
2013-01-01,34382.0
2014-01-01,36673.0
2015-01-01,38123.0
2016-01-01,38691.0
2017-01-01,41849.0
2018-01-01,43181.0
2019-01-01,43623.0
2020-01-01,40814.0
2021-01-01,45820.0
2022-01-01,53496.0
2023-01-01,53031.0
2024-01-01,55834.0
