date,value
1959-01-01T00:00:00.000000,306.1
1959-02-01T00:00:00.000000,309.6
1959-03-01T00:00:00.000000,312.7
1959-04-01T00:00:00.000000,312.2
1959-05-01T00:00:00.000000,316.1
1959-06-01T00:00:00.000000,318.2
1959-07-01T00:00:00.000000,317.8
1959-08-01T00:00:00.000000,320.2
1959-09-01T00:00:00.000000,324.2
1959-10-01T00:00:00.000000,322.8
1959-11-01T00:00:00.000000,322.9
1959-12-01T00:00:00.000000,322.9
1960-01-01T00:00:00.000000,323.6
1960-02-01T00:00:00.000000,325.3
1960-03-01T00:00:00.000000,330.2
1960-04-01T00:00:00.000000,336.5
1960-05-01T00:00:00.000000,330.0
1960-06-01T00:00:00.000000,330.1
1960-07-01T00:00:00.000000,331.4
1960-08-01T00:00:00.000000,331.6
1960-09-01T00:00:00.000000,333.4
1960-10-01T00:00:00.000000,335.4
1960-11-01T00:00:00.000000,335.4
1960-12-01T00:00:00.000000,331.3
1961-01-01T00:00:00.000000,332.2
1961-02-01T00:00:00.000000,333.7
1961-03-01T00:00:00.000000,337.7
1961-04-01T00:00:00.000000,337.6
1961-05-01T00:00:00.000000,339.9
1961-06-01T00:00:00.000000,340.9
1961-07-01T00:00:00.000000,340.6
1961-08-01T00:00:00.000000,342.1
1961-09-01T00:00:00.000000,344.4
1961-10-01T00:00:00.000000,346.5
1961-11-01T00:00:00.000000,349.9
1961-12-01T00:00:00.000000,352.4
1962-01-01T00:00:00.000000,353.2
1962-02-01T00:00:00.000000,354.0
1962-03-01T00:00:00.000000,357.4
1962-04-01T00:00:00.000000,359.0
1962-05-01T00:00:00.000000,362.0
1962-06-01T00:00:00.000000,360.4
1962-07-01T00:00:00.000000,361.4
1962-08-01T00:00:00.000000,362.9
1962-09-01T00:00:00.000000,368.8
1962-10-01T00:00:00.000000,366.5
1962-11-01T00:00:00.000000,371.7
1962-12-01T00:00:00.000000,373.6
1963-01-01T00:00:00.000000,374.4
1963-02-01T00:00:00.000000,373.4
1963-03-01T00:00:00.000000,375.0
1963-04-01T00:00:00.000000,376.4
1963-05-01T00:00:00.000000,377.2
1963-06-01T00:00:00.000000,381.7
1963-07-01T00:00:00.000000,384.4
1963-08-01T00:00:00.000000,386.3
1963-09-01T00:00:00.000000,385.5
1963-10-01T00:00:00.000000,386.0
1963-11-01T00:00:00.000000,389.4
1963-12-01T00:00:00.000000,394.7
1964-01-01T00:00:00.000000,396.8
1964-02-01T00:00:00.000000,400.2
1964-03-01T00:00:00.000000,401.8
1964-04-01T00:00:00.000000,402.8
1964-05-01T00:00:00.000000,408.4
1964-06-01T00:00:00.000000,411.4
1964-07-01T00:00:00.000000,414.9
1964-08-01T00:00:00.000000,417.7
1964-09-01T00:00:00.000000,416.6
1964-10-01T00:00:00.000000,419.6
1964-11-01T00:00:00.000000,416.4
1964-12-01T00:00:00.000000,421.0
1965-01-01T00:00:00.000000,424.4
1965-02-01T00:00:00.000000,431.4
1965-03-01T00:00:00.000000,433.3
1965-04-01T00:00:00.000000,437.1
1965-05-01T00:00:00.000000,437.6
1965-06-01T00:00:00.000000,435.2
1965-07-01T00:00:00.000000,441.0
1965-08-01T00:00:00.000000,444.4
1965-09-01T00:00:00.000000,452.0
1965-10-01T00:00:00.000000,458.5
1965-11-01T00:00:00.000000,459.1
1965-12-01T00:00:00.000000,461.7
1966-01-01T00:00:00.000000,465.2
1966-02-01T00:00:00.000000,470.2
1966-03-01T00:00:00.000000,475.0
1966-04-01T00:00:00.000000,476.9
1966-05-01T00:00:00.000000,473.1
1966-06-01T00:00:00.000000,475.5
1966-07-01T00:00:00.000000,480.6
1966-08-01T00:00:00.000000,483.2
1966-09-01T00:00:00.000000,489.2
1966-10-01T00:00:00.000000,488.3
1966-11-01T00:00:00.000000,490.1
1966-12-01T00:00:00.000000,491.8
1967-01-01T00:00:00.000000,494.2
1967-02-01T00:00:00.000000,493.0
1967-03-01T00:00:00.000000,495.8
1967-04-01T00:00:00.000000,501.3
1967-05-01T00:00:00.000000,502.2
1967-06-01T00:00:00.000000,506.8
1967-07-01T00:00:00.000000,506.7
1967-08-01T00:00:00.000000,509.8
1967-09-01T00:00:00.000000,515.6
1967-10-01T00:00:00.000000,512.2
1967-11-01T00:00:00.000000,517.4
1967-12-01T00:00:00.000000,525.1
1968-01-01T00:00:00.000000,530.9
1968-02-01T00:00:00.000000,533.6
1968-03-01T00:00:00.000000,544.3
1968-04-01T00:00:00.000000,544.0
1968-05-01T00:00:00.000000,549.8
1968-06-01T00:00:00.000000,556.3
1968-07-01T00:00:00.000000,563.2
1968-08-01T00:00:00.000000,567.0
1968-09-01T00:00:00.000000,568.2
