date,value
2003-03-01,4942000.0
2003-06-01,5080000.0
2003-09-01,5183000.0
2003-12-01,5660000.0
2004-03-01,5840000.0
2004-06-01,5967000.0
2004-09-01,6210000.0
2004-12-01,6360000.0
2005-03-01,6512000.0
2005-06-01,6696000.0
2005-09-01,6906000.0
2005-12-01,7102000.0
2006-03-01,7436000.0
2006-06-01,7760000.0
2006-09-01,8045000.0
2006-12-01,8234000.0
2007-03-01,8422000.0
2007-06-01,8706000.0
2007-09-01,8925000.0
2007-12-01,9101000.0
2008-03-01,9234000.0
2008-06-01,9273000.0
2008-09-01,9294000.0
2008-12-01,9257000.0
2009-03-01,9135000.0
2009-06-01,9063000.0
2009-09-01,8944000.0
2009-12-01,8843000.0
2010-03-01,8834000.0
2010-06-01,8703000.0
2010-09-01,8609000.0
2010-12-01,8452000.0
2011-03-01,8544000.0
2011-06-01,8516000.0
2011-09-01,8402000.0
2011-12-01,8268000.000000001
2012-03-01,8186999.999999999
2012-06-01,8147000.0
2012-09-01,8028000.000000001
2012-12-01,8032999.999999999
2013-03-01,7932000.0
2013-06-01,7841000.0
2013-09-01,7897000.0
2013-12-01,8048999.999999999
2014-03-01,8164999.999999999
2014-06-01,8096000.0
2014-09-01,8131000.0
2014-12-01,8170000.0
2015-03-01,8170999.999999999
2015-06-01,8116000.0
2015-09-01,8260000.0
2015-12-01,8249000.000000001
2016-03-01,8369000.0
2016-06-01,8362000.0
2016-09-01,8350000.0
2016-12-01,8480000.0
2017-03-01,8627000.0
2017-06-01,8691000.0
2017-09-01,8743000.0
2017-12-01,8882000.0
2018-03-01,8939000.0
2018-06-01,8999000.0
2018-09-01,9140000.0
2018-12-01,9124000.0
2019-03-01,9244000.0
2019-06-01,9406000.0
2019-09-01,9437000.0
2019-12-01,9557000.0
2020-03-01,9713000.0
2020-06-01,9776000.0
2020-09-01,9861000.0
2020-12-01,10043000.0
2021-03-01,10160000.0
2021-06-01,10442000.0
2021-09-01,10672000.0
2021-12-01,10930000.0
2022-03-01,11180000.0
2022-06-01,11387000.0
2022-09-01,11669000.0
2022-12-01,11923000.0
2023-03-01,12044000.0
2023-06-01,12014000.0
2023-09-01,12140000.0
2023-12-01,12252000.0
2024-03-01,12442000.0
2024-06-01,12519000.0
2024-09-01,12594000.0
2024-12-01,12605000.0
2025-03-01,12804000.0
2025-06-01,12935000.0
2025-09-01,13072000.0
2025-12-01,13170000.0
2026-03-01,13191000.0
