date,value
1959-01-01T00:00:00.000000,2426.0
1959-02-01T00:00:00.000000,2434.8
1959-03-01T00:00:00.000000,2452.7
1959-04-01T00:00:00.000000,2470.0
1959-05-01T00:00:00.000000,2486.4
1959-06-01T00:00:00.000000,2493.9
1959-07-01T00:00:00.000000,2492.0
1959-08-01T00:00:00.000000,2477.7
1959-09-01T00:00:00.000000,2477.7
1959-10-01T00:00:00.000000,2480.6
1959-11-01T00:00:00.000000,2497.2
1959-12-01T00:00:00.000000,2525.8
1960-01-01T00:00:00.000000,2537.6
1960-02-01T00:00:00.000000,2539.9
1960-03-01T00:00:00.000000,2542.2
1960-04-01T00:00:00.000000,2551.4
1960-05-01T00:00:00.000000,2557.6
1960-06-01T00:00:00.000000,2557.0
1960-07-01T00:00:00.000000,2561.9
1960-08-01T00:00:00.000000,2555.4
1960-09-01T00:00:00.000000,2556.1
1960-10-01T00:00:00.000000,2564.1
1960-11-01T00:00:00.000000,2549.4
1960-12-01T00:00:00.000000,2534.5
1961-01-01T00:00:00.000000,2556.6
1961-02-01T00:00:00.000000,2556.8
1961-03-01T00:00:00.000000,2569.4
1961-04-01T00:00:00.000000,2578.3
1961-05-01T00:00:00.000000,2593.7
1961-06-01T00:00:00.000000,2614.5
1961-07-01T00:00:00.000000,2620.7
1961-08-01T00:00:00.000000,2631.9
1961-09-01T00:00:00.000000,2637.0
1961-10-01T00:00:00.000000,2665.2
1961-11-01T00:00:00.000000,2689.7
1961-12-01T00:00:00.000000,2704.5
1962-01-01T00:00:00.000000,2700.8
1962-02-01T00:00:00.000000,2713.9
1962-03-01T00:00:00.000000,2731.9
1962-04-01T00:00:00.000000,2749.0
1962-05-01T00:00:00.000000,2752.9
1962-06-01T00:00:00.000000,2756.3
1962-07-01T00:00:00.000000,2769.4
1962-08-01T00:00:00.000000,2772.5
1962-09-01T00:00:00.000000,2775.8
1962-10-01T00:00:00.000000,2785.0
1962-11-01T00:00:00.000000,2798.3
1962-12-01T00:00:00.000000,2813.0
1963-01-01T00:00:00.000000,2806.3
1963-02-01T00:00:00.000000,2813.7
1963-03-01T00:00:00.000000,2826.3
1963-04-01T00:00:00.000000,2834.3
1963-05-01T00:00:00.000000,2846.3
1963-06-01T00:00:00.000000,2861.0
1963-07-01T00:00:00.000000,2862.7
1963-08-01T00:00:00.000000,2872.9
1963-09-01T00:00:00.000000,2893.0
1963-10-01T00:00:00.000000,2908.9
1963-11-01T00:00:00.000000,2915.8
1963-12-01T00:00:00.000000,2936.6
1964-01-01T00:00:00.000000,2936.3
1964-02-01T00:00:00.000000,2962.7
1964-03-01T00:00:00.000000,2977.8
1964-04-01T00:00:00.000000,2996.0
1964-05-01T00:00:00.000000,3014.9
1964-06-01T00:00:00.000000,3026.6
1964-07-01T00:00:00.000000,3043.0
1964-08-01T00:00:00.000000,3061.5
1964-09-01T00:00:00.000000,3074.4
1964-10-01T00:00:00.000000,3076.4
1964-11-01T00:00:00.000000,3099.1
1964-12-01T00:00:00.000000,3128.9
1965-01-01T00:00:00.000000,3134.5
1965-02-01T00:00:00.000000,3151.6
1965-03-01T00:00:00.000000,3167.2
1965-04-01T00:00:00.000000,3178.8
1965-05-01T00:00:00.000000,3199.2
1965-06-01T00:00:00.000000,3208.7
1965-07-01T00:00:00.000000,3230.4
1965-08-01T00:00:00.000000,3247.6
1965-09-01T00:00:00.000000,3268.7
1965-10-01T00:00:00.000000,3305.3
1965-11-01T00:00:00.000000,3328.6
1965-12-01T00:00:00.000000,3346.5
1966-01-01T00:00:00.000000,3353.6
1966-02-01T00:00:00.000000,3370.7
1966-03-01T00:00:00.000000,3389.3
1966-04-01T00:00:00.000000,3388.0
1966-05-01T00:00:00.000000,3399.6
1966-06-01T00:00:00.000000,3419.3
